krs,name,nip,regon,legal_form,register,registration_date,last_entry_date,as_of,status_from_discovery,voivodeship,county,municipality,city,street,building_no,unit_no,postal_code,post_office,pkd_main,pkd_other,pkd_matches,pkd_match_types,pkd_descriptions,share_capital,share_capital_currency
0000115741,"""KABEX"" M I K BOGUNIA SPÓŁKA JAWNA",5731012523,15005751200000,SPÓŁKA JAWNA,RejP,03.06.2002,03.08.2026,03.08.2026,ACTIVE,,,,JANÓW,ŻURAWSKA,41,,42-253,JANÓW,31.09.Z,16.29.Z; 16.22.Z; 16.23.Z; 16.24.Z; 32.40.Z; 32.99.Z; 43.32.Z; 47.91.Z; 16.10.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000116771,"""NORMA STAL AG"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6351005339,27264111300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,26.06.2002,17.03.2026,17.03.2026,ACTIVE,,,,MIKOŁÓW,KRAKOWSKA,33,,43-190,MIKOŁÓW,,05.10.Z; 05.20.Z; 06.10.Z; 06.20.Z; 07.10.Z; 07.29.Z; 08.11.Z; 08.12.Z; 08.99.Z; 09.10.Z; 09.90.Z; 16.10.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 17.11.Z; 17.12.Z; 17.21.Z; 17.22.Z; 17.23.Z; 17.24.Z; 17.29.Z; 19.10.Z; 19.20.Z; 20.12.Z; 20.13.Z; 20.14.Z; 20.15.Z; 20.16.Z; 20.17.Z; 20.20.Z; 20.30.Z; 20.41.Z; 20.42.Z; 20.52.Z; 20.53.Z; 20.59.Z; 20.60.Z; 21.10.Z; 21.20.Z; 22.21.Z; 22.22.Z; 22.23.Z; 22.29.Z; 23.31.Z; 23.32.Z; 23.41.Z; 23.42.Z; 23.43.Z; 23.44.Z; 23.49.Z; 23.51.Z; 23.52.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.64.Z; 23.65.Z; 23.69.Z; 23.70.Z; 23.91.Z; 23.99.Z; 24.10.Z; 24.20.Z; 24.31.Z; 24.32.Z; 24.33.Z; 24.34.Z; 24.41.Z; 24.42.A; 24.42.B; 24.43.Z; 24.44.Z; 24.45.Z; 24.51.Z; 24.52.Z; 24.53.Z; 24.54.A; 24.54.B; 25.11.Z; 25.12.Z; 25.21.Z; 25.29.Z; 25.30.Z; 25.40.Z; 25.50.Z; 25.61.Z; 25.62.Z; 25.71.Z; 25.72.Z; 25.73.Z; 25.91.Z; 25.92.Z; 25.93.Z; 25.94.Z; 25.99.Z; 26.11.Z; 26.12.Z; 26.20.Z; 26.30.Z; 26.40.Z; 26.51.Z; 27.11.Z; 27.12.Z; 27.20.Z; 27.31.Z; 27.32.Z; 27.33.Z; 27.40.Z; 28.11.Z; 28.12.Z; 28.13.Z; 28.14.Z; 28.15.Z; 28.21.Z; 28.22.Z; 28.23.Z; 28.24.Z; 28.25.Z; 28.29.Z; 28.30.Z; 28.41.Z; 28.49.Z; 28.91.Z; 28.92.Z; 28.93.Z; 28.94.Z; 28.95.Z; 28.96.Z; 28.99.Z; 29.20.Z; 29.31.Z; 29.32.Z; 31.01.Z; 31.02.Z; 31.03.Z; 31.09.Z; 32.99.Z; 33.11.Z; 33.12.Z; 33.13.Z; 33.14.Z; 33.15.Z; 33.16.Z; 33.17.Z; 33.19.Z; 33.20.Z; 35.11.Z; 35.13.Z; 35.14.Z; 38.11.Z; 38.12.Z; 38.21.Z; 38.22.Z; 38.31.Z; 38.32.Z; 39.00.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 45.11.Z; 45.19.Z; 45.20.Z; 45.31.Z; 45.32.Z; 45.40.Z; 46.11.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.16.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.41.Z; 46.42.Z; 46.43.Z; 46.44.Z; 46.45.Z; 46.46.Z; 46.47.Z; 46.48.Z; 46.49.Z; 46.51.Z; 46.52.Z; 46.61.Z; 46.62.Z; 46.63.Z; 46.64.Z; 46.65.Z; 46.66.Z; 46.69.Z; 46.71.Z; 46.72.Z; 46.73.Z; 46.74.Z; 46.75.Z; 46.77.Z; 46.90.Z; 49.20.Z; 49.31.Z; 49.32.Z; 49.39.Z; 49.41.Z; 49.42.Z; 50.40.Z; 52.10.A; 52.10.B; 52.21.Z; 52.22.A; 52.22.B; 52.23.Z; 52.24.A; 52.24.B; 52.24.C; 52.29.A; 52.29.B; 52.29.C; 55.10.Z; 55.20.Z; 61.10.Z; 61.20.Z; 61.30.Z; 61.90.Z; 62.01.Z; 62.02.Z; 62.03.Z; 62.09.Z; 63.11.Z; 63.12.Z; 63.91.Z; 63.99.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 71.11.Z; 71.12.Z; 71.20.A; 71.20.B; 73.11.Z; 74.90.Z; 77.11.Z; 77.12.Z; 77.21.Z; 77.22.Z; 77.29.Z; 77.31.Z; 77.32.Z; 77.33.Z; 77.34.Z; 77.35.Z; 77.39.Z; 77.40.Z; 81.10.Z; 81.21.Z; 81.22.Z; 81.29.Z; 81.30.Z; 82.30.Z; 95.11.Z; 95.12.Z; 95.21.Z; 95.22.Z; 95.23.Z; 95.24.Z; 95.25.Z; 95.29.Z; 35.12.Z; 46.76.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000117211,"""MEBLOMIR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5252134116,01605869400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,12.06.2002,10.07.2026,10.07.2026,ACTIVE,,,,WIERUSZÓW,UL. LEŚNA,9,,98-400,WIERUSZÓW,31.09.Z,16.10.Z; 31.01.Z; 46.47.Z; 47.59.Z; 47.91.Z; 47.99.Z; 49.41.Z; 95.24.Z; 77.11.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '189600,00', 'waluta': 'PLN'}",
0000119521,JUKON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6341009933,27239096400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,26.06.2002,26.05.2023,20.11.2025,ACTIVE,,,,GAJ,WIDOKOWA,8,,32-031,MOGILANY,,16.10.Z; 16.21.Z; 16.23.Z; 16.29.Z; 17.11.Z; 17.12.Z; 17.29.Z; 18.12.Z; 18.13.Z; 18.14.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.69.Z; 25.11.Z; 25.12.Z; 25.61.Z; 25.62.Z; 25.91.Z; 25.93.Z; 25.99.Z; 27.11.Z; 27.12.Z; 27.32.Z; 27.33.Z; 27.40.Z; 27.90.Z; 28.29.Z; 28.30.Z; 28.49.Z; 28.99.Z; 33.11.Z; 33.12.Z; 33.13.Z; 33.14.Z; 33.20.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.13.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 45.20.Z; 45.31.Z; 45.32.Z; 46.13.Z; 46.15.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.47.Z; 46.49.Z; 46.73.Z; 46.76.Z; 46.90.Z; 47.54.Z; 47.59.Z; 52.10.B; 55.10.Z; 55.20.Z; 56.10.A; 56.10.B; 56.21.Z; 56.29.Z; 56.30.Z; 58.14.Z; 58.19.Z; 62.01.Z; 62.02.Z; 62.03.Z; 62.09.Z; 63.11.Z; 63.12.Z; 63.91.Z; 63.99.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 69.20.Z; 70.22.Z; 71.11.Z; 71.12.Z; 71.20.B; 72.11.Z; 72.19.Z; 72.20.Z; 73.11.Z; 73.12.A; 73.12.B; 73.12.C; 73.12.D; 73.20.Z; 74.10.Z; 74.20.Z; 74.30.Z; 74.90.Z; 78.10.Z; 78.20.Z; 78.30.Z; 81.10.Z; 81.21.Z; 81.22.Z; 81.29.Z; 82.11.Z; 82.19.Z; 82.30.Z; 82.99.Z; 95.11.Z; 95.12.Z; 95.21.Z; 95.22.Z; 96.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000120127,"""JOLTEX"" JAN GOŁUŃSKI JOLANTA GOŁUŃSKA SPÓŁKA JAWNA",5540396961,09009340200000,SPÓŁKA JAWNA,RejP,25.06.2002,26.06.2026,26.06.2026,ACTIVE,,,,BYDGOSZCZ,GERSONA,11,12,85-305,BYDGOSZCZ,,16.10.Z; 16.23.Z; 43.91.Z; 46.73.Z; 49.41.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000122232,"""AWO GLOBAL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI",5242435520,01520710000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,09.07.2002,29.04.2025,20.11.2025,LIQUIDATION,,,,WARSZAWA,WIERTNICZA,124,,02-952,WARSZAWA,45.11.Z,16.10.Z; 16.29.Z; 33.12.Z; 52.10.B; 96.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '500000,00', 'waluta': 'PLN'}",
0000122805,"""SPA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",6652439067,31109718300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,22.07.2002,30.03.2026,30.03.2026,ACTIVE,,,,ŚMIGIEL,REYMONTA,8,,64-030,ŚMIGIEL,,01.11.Z; 01.12.Z; 01.13.Z; 01.14.Z; 01.15.Z; 01.16.Z; 01.19.Z; 01.21.Z; 01.22.Z; 01.23.Z; 01.24.Z; 01.25.Z; 01.26.Z; 01.27.Z; 01.28.Z; 01.29.Z; 01.30.Z; 01.41.Z; 01.42.Z; 01.43.Z; 01.44.Z; 01.45.Z; 01.46.Z; 01.47.Z; 01.49.Z; 01.61.Z; 01.62.Z; 01.63.Z; 01.64.Z; 01.70.Z; 02.10.Z; 02.20.Z; 02.30.Z; 02.40.Z; 03.11.Z; 03.12.Z; 03.21.Z; 03.22.Z; 05.10.Z; 05.20.Z; 08.11.Z; 08.12.Z; 08.92.Z; 09.90.Z; 10.11.Z; 10.12.Z; 10.13.Z; 10.20.Z; 10.31.Z; 10.32.Z; 10.39.Z; 10.41.Z; 10.42.Z; 10.51.Z; 10.52.Z; 10.61.Z; 10.62.Z; 10.71.Z; 10.72.Z; 10.73.Z; 10.81.Z; 10.82.Z; 10.83.Z; 10.84.Z; 10.85.Z; 10.86.Z; 10.89.Z; 10.91.Z; 10.92.Z; 11.01.Z; 11.02.Z; 11.03.Z; 11.04.Z; 11.05.Z; 11.06.Z; 11.07.Z; 12.00.Z; 13.10.A; 13.10.B; 13.10.C; 13.10.D; 13.20.A; 13.20.B; 13.20.C; 13.20.D; 13.30.Z; 13.92.Z; 13.93.Z; 13.94.Z; 14.11.Z; 14.12.Z; 14.13.Z; 14.14.Z; 14.19.Z; 15.11.Z; 15.12.Z; 15.20.Z; 16.10.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 17.11.Z; 17.12.Z; 17.21.Z; 17.22.Z; 17.23.Z; 17.24.Z; 17.29.Z; 18.12.Z; 19.20.Z; 20.14.Z; 22.19.Z; 22.29.Z; 32.30.Z; 32.50.Z; 32.99.Z; 33.12.Z; 33.13.Z; 33.14.Z; 33.19.Z; 33.20.Z; 37.00.Z; 38.11.Z; 38.12.Z; 38.21.Z; 38.22.Z; 39.00.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.11.Z; 43.12.Z; 43.31.Z; 43.32.Z; 43.33.Z; 43.91.Z; 43.99.Z; 46.11.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.16.Z; 46.17.Z; 46.18.Z; 46.19.Z; 46.21.Z; 46.22.Z; 46.23.Z; 46.24.Z; 46.31.Z; 46.32.Z; 46.33.Z; 46.34.A; 46.34.B; 46.35.Z; 46.36.Z; 46.37.Z; 46.38.Z; 46.39.Z; 46.41.Z; 46.42.Z; 46.43.Z; 46.44.Z; 46.47.Z; 46.49.Z; 46.52.Z; 46.73.Z; 47.19.Z; 47.21.Z; 47.22.Z; 47.23.Z; 47.24.Z; 47.25.Z; 47.26.Z; 47.29.Z; 47.51.Z; 47.53.Z; 47.59.Z; 47.71.Z; 47.72.Z; 47.81.Z; 47.82.Z; 47.89.Z; 47.91.Z; 47.99.Z; 49.41.Z; 49.42.Z; 52.10.A; 52.10.B; 52.21.Z; 52.24.C; 55.10.Z; 55.20.Z; 55.90.Z; 56.10.A; 56.10.B; 56.21.Z; 56.29.Z; 56.30.Z; 58.11.Z; 58.12.Z; 58.13.Z; 58.14.Z; 58.19.Z; 58.21.Z; 58.29.Z; 59.20.Z; 60.10.Z; 60.20.Z; 62.01.Z; 62.02.Z; 62.03.Z; 62.09.Z; 63.11.Z; 66.12.Z; 64.19.Z; 64.20.Z; 64.30.Z; 64.91.Z; 64.92.Z; 64.99.Z; 68.10.Z; 68.20.Z; 68.31.Z; 69.20.Z; 70.10.Z; 70.21.Z; 70.22.Z; 71.11.Z; 71.12.Z; 72.11.Z; 72.19.Z; 73.11.Z; 73.12.A; 73.12.B; 73.12.C; 73.12.D; 73.20.Z; 74.20.Z; 74.30.Z; 74.90.Z; 77.11.Z; 77.12.Z; 77.31.Z; 77.39.Z; 78.10.Z; 78.20.Z; 78.30.Z; 79.90.C; 81.21.Z; 81.22.Z; 81.29.Z; 82.11.Z; 82.19.Z; 82.30.Z; 82.92.Z; 82.99.Z; 85.51.Z; 85.60.Z; 93.12.Z; 93.19.Z; 94.99.Z; 95.22.Z; 95.29.Z; 93.29.B,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '55000,00', 'waluta': 'PLN'}",
0000122836,"""MAKPOL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5520100874,00240753300000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,11.07.2002,16.07.2026,16.07.2026,ACTIVE,,,,ZAWOJA,,,,34-223,ZAWOJA,16.10.Z,16.21.Z; 16.23.Z; 16.24.Z; 16.29.Z; 49.41.Z; 43.11.Z; 43.12.Z; 41.20.Z; 64.19.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '297500,00', 'waluta': 'PLN'}",
0000123150,"""HEDAN - PAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",8441923100,79074081900000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,26.07.2002,14.07.2026,14.07.2026,ACTIVE,,,,SUWAŁKI,PÓŁNOCNA,50A,,16-400,SUWAŁKI,16.10.Z,16.21.Z; 16.23.Z; 16.24.Z; 22.22.Z; 31.09.Z; 38.11.Z; 49.41.Z; 68.20.Z; 16.29.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '800000,00', 'waluta': 'PLN'}",
0000123516,"""DREWNO-LUX"" - WSZYSTKO Z DREWNA I DO DREWNA, USŁUGI STOLARSKIE - BEATA NOWAKOWSKA, MARCIN NOWAKOWSKI. SPÓŁKA JAWNA",1131809955,01277846300000,SPÓŁKA JAWNA,RejP,18.07.2002,25.02.2026,25.02.2026,ACTIVE,,,,WARSZAWA,STALOWA,65,,03-429,WARSZAWA,16.10.Z,20.10.A; 20.10.B; 20.20.Z; 20.30.Z; 20.40.Z; 20.51.Z; 36.14.A; 36.14.B; 51.13.Z; 51.53.A; 51.53.B; 51.55.Z; 51.70.A; 51.70.B; 52.46.Z; 52.63.Z; 60.24.A; 60.24.B; 63.12.C; 63.21.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,,
0000128360,"""DANMAR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5891772639,19277978000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,28.08.2002,14.07.2026,14.07.2026,ACTIVE,,,,SZYMBARK,SZYMBARSKICH ZAKŁADNIKÓW,12,,83-315,SZYMBARK,16.23.Z,16.10.Z; 16.22.Z; 43.32.Z; 43.91.Z; 41.20.Z; 46.73.Z; 71.11.Z; 71.12.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '100000,00', 'waluta': 'PLN'}",
0000128848,STANLEY ENGINEERED FASTENING EASTERN EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8411006155,77078698400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,30.08.2002,22.07.2026,22.07.2026,ACTIVE,,,,WARSZAWA,UL. PROSTA,68,,00-838,WARSZAWA,46.74.Z,16.10.Z; 16.21.Z; 16.22.Z; 16.23.Z; 16.24.Z; 16.29.Z; 25.11.Z; 25.12.Z; 82.99.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '150000,00', 'waluta': 'PLN'}",
0000129964,"""CHYLIŃSCY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5340000332,00805321400000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,06.09.2002,01.07.2026,01.07.2026,ACTIVE,,,,WARSZAWA,SĄSIEDZKA,4,,03-168,U.P. WARSZAWA 91,,95.21.Z; 95.22.Z; 95.23.Z; 95.25.Z; 95.29.Z; 96.09.Z; 70.21.Z; 70.22.Z; 71.12.Z; 71.20.A; 71.20.B; 74.90.Z; 77.11.Z; 77.12.Z; 77.39.Z; 80.20.Z; 81.30.Z; 82.30.Z; 84.12.Z; 85.60.Z; 90.04.Z; 55.10.Z; 56.10.A; 56.21.Z; 56.29.Z; 56.30.Z; 58.19.Z; 59.11.Z; 59.12.Z; 59.20.Z; 62.02.Z; 66.21.Z; 66.22.Z; 66.29.Z; 68.20.Z; 69.20.Z; 47.76.Z; 47.77.Z; 47.78.Z; 49.31.Z; 49.32.Z; 49.39.Z; 49.41.Z; 49.42.Z; 50.30.Z; 50.40.Z; 51.10.Z; 51.21.Z; 52.10.A; 52.10.B; 52.21.Z; 47.19.Z; 47.41.Z; 47.42.Z; 47.43.Z; 47.51.Z; 47.53.Z; 47.54.Z; 47.59.Z; 47.61.Z; 47.62.Z; 47.63.Z; 47.64.Z; 47.65.Z; 47.71.Z; 47.72.Z; 45.11.Z; 45.19.Z; 45.20.Z; 45.31.Z; 45.32.Z; 46.11.Z; 46.12.Z; 46.13.Z; 46.14.Z; 46.15.Z; 46.16.Z; 46.17.Z; 46.18.Z; 46.19.Z; 47.11.Z; 38.32.Z; 41.20.Z; 42.11.Z; 42.12.Z; 42.13.Z; 42.21.Z; 42.22.Z; 42.91.Z; 42.99.Z; 43.21.Z; 43.22.Z; 43.29.Z; 43.32.Z; 43.91.Z; 43.99.Z; 30.91.Z; 30.92.Z; 32.13.Z; 32.20.Z; 32.40.Z; 32.50.Z; 32.91.Z; 32.99.Z; 33.11.Z; 33.13.Z; 33.14.Z; 33.19.Z; 33.20.Z; 38.21.Z; 38.31.Z; 27.90.Z; 28.21.Z; 28.23.Z; 28.29.Z; 28.30.Z; 28.41.Z; 28.92.Z; 28.93.Z; 28.94.Z; 28.95.Z; 28.96.Z; 28.99.Z; 29.31.Z; 30.20.Z; 25.91.Z; 25.92.Z; 25.93.Z; 25.94.Z; 25.99.Z; 26.11.Z; 26.20.Z; 26.30.Z; 26.40.Z; 26.51.Z; 26.70.Z; 26.80.Z; 27.32.Z; 27.33.Z; 27.40.Z; 23.13.Z; 23.19.Z; 23.41.Z; 23.44.Z; 23.61.Z; 23.62.Z; 23.63.Z; 23.64.Z; 23.65.Z; 23.69.Z; 25.21.Z; 25.61.Z; 25.62.Z; 25.71.Z; 25.73.Z; 19.10.Z; 20.14.Z; 20.51.Z; 20.52.Z; 20.53.Z; 20.59.Z; 22.11.Z; 22.19.Z; 22.21.Z; 22.22.Z; 22.23.Z; 22.29.Z; 23.11.Z; 23.12.Z; 14.13.Z; 14.14.Z; 14.19.Z; 15.12.Z; 16.10.Z; 16.22.Z; 16.23.Z; 16.29.Z; 17.23.Z; 17.29.Z; 18.11.Z; 18.12.Z; 18.14.Z; 18.13.Z; 18.20.Z; 10.72.Z; 10.73.Z; 10.81.Z; 10.82.Z; 10.83.Z; 10.84.Z; 10.85.Z; 10.86.Z; 10.89.Z; 10.91.Z; 10.92.Z; 13.30.Z; 13.99.Z; 14.12.Z; 01.50.Z; 01.61.Z; 01.62.Z; 01.63.Z; 01.64.Z; 02.40.Z; 08.99.Z; 09.90.Z; 10.11.Z; 10.12.Z; 10.13.Z; 10.31.Z; 10.32.Z; 10.39.Z; 10.71.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '75000,00', 'waluta': 'PLN'}",
0000130686,"""ALADAR A.Z.G."" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",8171892794,83123041000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,12.09.2002,07.07.2026,07.07.2026,ACTIVE,,,,CHORZELÓW,,561 A,,39-331,CHORZELÓW,,16.10.Z; 14.12.Z; 16.23.Z; 16.24.Z; 16.29.Z; 23.61.Z; 25.11.Z; 25.12.Z; 25.62.Z; 25.73.Z; 28.21.Z; 41.10.Z; 41.20.Z; 42.11.Z; 42.21.Z; 43.11.Z; 43.22.Z; 43.29.Z; 43.31.Z; 43.34.Z; 43.39.Z; 43.91.Z; 43.99.Z; 45.20.Z; 46.14.Z; 46.13.Z; 46.15.Z; 46.19.Z; 47.19.Z; 47.52.Z; 49.41.Z; 68.10.Z; 68.20.Z; 68.31.Z; 68.32.Z; 77.32.Z; 81.21.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '60000,00', 'waluta': 'PLN'}",
0000131176,"""MULTI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",7771019337,00848291000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,18.09.2002,16.10.2025,20.11.2025,ACTIVE,,,,POZNAŃ,UL. ARTURA GROTTGERA,16,1,60-758,POZNAŃ,16.21.Z,16.10.Z; 16.23.Z; 16.24.Z; 16.29.Z; 25.12.Z; 25.99.Z; 31.01.Z; 31.02.Z; 31.09.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '200000,00', 'waluta': 'PLN'}",
0000131346,SIENTE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9121754547,93288369900000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,18.09.2002,13.09.2025,20.11.2025,ACTIVE,,,,WROCŁAW,UL. MARII KONOPNICKIEJ,42,1,51-142,WROCŁAW,16.22.Z,16.10.Z; 16.23.Z; 43.32.Z; 43.34.Z; 43.39.Z; 46.73.Z; 68.20.Z; 72.19.Z; 43.33.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50000,00', 'waluta': 'PLN'}",
0000131456,"""FLABEK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",9280008667,97010138800000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,26.09.2002,29.10.2024,20.11.2025,ACTIVE,,,,ŻARY,OKRZEI,104,,68-200,ŻARY,16.24.Z,16.10.Z; 16.23.Z; 41.20.Z; 49.41.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '50050,00', 'waluta': 'PLN'}",
0000132028,"""INVEST-REM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5570006982,09306342000000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,20.09.2002,27.07.2026,27.07.2026,ACTIVE,,,,MOGILNO,OBROŃCÓW MOGILNA,3,,88-300,MOGILNO,25.99.Z,16.10.Z; 16.23.Z; 16.24.Z; 25.11.Z; 43.99.Z; 25.12.Z; 25.62.Z; 25.73.Z; 25.72.Z,16.10.Z,pozostałe,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '500000,00', 'waluta': 'PLN'}",
0000132361,"""HORIZON POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5252095379,01484990200000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,25.09.2002,14.07.2026,14.07.2026,ACTIVE,,,,CIOTUSZA NOWA,,120,,22-672,SUSIEC,16.10.Z,16.21.Z; 16.24.Z; 16.29.Z; 32.99.Z; 33.19.Z; 02.40.Z; 46.73.Z; 73.12.C; 74.90.Z,16.10.Z,przeważające,16.10.Z: PKD 2007 - Produkcja wyrobów tartacznych,"{'wartosc': '100000,00', 'waluta': 'PLN'}",
0000137097,"""OMNIVENT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",5271031185,01121102700000,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,RejP,29.10.2002,16.07.2026,16.07.2026,ACTIVE,,,,LIPKA,SĘPOLEŃSKA,20,,77-420,LIPKA,28.25.Z,16.11.Z; 16.12.Z; 16.24.Z; 33.12.Z; 62.20.B; 71.12.B; 71.20.C; 72.10.Z; 74.99.Z,16.11.Z; 16.12.Z,pozostałe; pozostałe,16.11.Z: PKD 2025 - Produkcja wyrobów tartacznych; 16.12.Z: PKD 2025 - Obróbka i wykończanie wyrobów tartacznych,"{'wartosc': '2420000,00', 'waluta': 'PLN'}",
